timeindex,s_be,s_bb,w_be,w_bb,h_bb
2016-04-13 13:00:00,0.2366,0.2955,0.0049,0.0072,0.45
2016-04-13 14:00:00,0.1499,0.2019,0.0099,0.0089,0.45
2016-04-13 15:00:00,0.0745,0.1043,0.0141,0.0125,0.45
2016-04-13 16:00:00,0.0228,0.0308,0.0211,0.0282,0.45
2016-04-13 17:00:00,0.0014,0.0018,0.036,0.0604,0.45
2016-04-13 18:00:00,0,0,0.0389,0.0841,0.45
2016-04-13 19:00:00,0,0,0.032,0.0827,0.45
2016-04-13 20:00:00,0,0,0.0341,0.075,0.45
2016-04-13 21:00:00,0,0,0.0301,0.067,0.45
2016-04-13 22:00:00,0,0,0.0239,0.0529,0.45
2016-04-13 23:00:00,0,0,0.0197,0.0455,0.45
2016-04-14 00:00:00,0,0,0.013,0.0414,0.45
2016-04-14 01:00:00,0,0,0.0054,0.0405,0.45
2016-04-14 02:00:00,0,0,0.0037,0.0423,0.45
2016-04-14 03:00:00,0,0,0.0054,0.0477,0.45
2016-04-14 04:00:00,0.0018,0.0013,0.0093,0.0507,0.45
2016-04-14 05:00:00,0.0287,0.0286,0.005,0.0411,0.45
2016-04-14 06:00:00,0.067,0.0659,0.0066,0.049,0.45
2016-04-14 07:00:00,0.0897,0.0974,0.0106,0.0592,0.45
2016-04-14 08:00:00,0.1235,0.1435,0.0196,0.0636,0.45
2016-04-14 09:00:00,0.1651,0.2282,0.0396,0.0662,0.45
2016-04-14 10:00:00,0.1962,0.2693,0.0609,0.0698,0.45
2016-04-14 11:00:00,0.1674,0.242,0.0664,0.0739,0.45
2016-04-14 12:00:00,0.1454,0.2201,0.065,0.0759,0.45
2016-04-14 13:00:00,0.1484,0.1896,0.0629,0.0779,0.45
2016-04-14 14:00:00,0.1238,0.1539,0.0636,0.0791,0.45
2016-04-14 15:00:00,0.0651,0.0848,0.0527,0.0714,0.45
2016-04-14 16:00:00,0.0302,0.0391,0.029,0.0453,0.45
2016-04-14 17:00:00,0.0068,0.008,0.0209,0.0325,0.45
2016-04-14 18:00:00,0,0,0.0097,0.0218,0.45
2016-04-14 19:00:00,0,0,0.0003,0.0098,0.45
2016-04-14 20:00:00,0,0,0,0.0048,0.45
2016-04-14 21:00:00,0,0,0,0.0139,0.45
2016-04-14 22:00:00,0,0,0.0033,0.0408,0.45
2016-04-14 23:00:00,0,0,0.0327,0.0743,0.45
2016-04-15 00:00:00,0,0,0.0794,0.0975,0.45
2016-04-15 01:00:00,0,0,0.097,0.1041,0.45
2016-04-15 02:00:00,0,0,0.0831,0.0968,0.45
2016-04-15 03:00:00,0,0,0.0666,0.097,0.45
2016-04-15 04:00:00,0.0052,0.0063,0.0856,0.1186,0.45
2016-04-15 05:00:00,0.0417,0.0513,0.0794,0.09,0.45
2016-04-15 06:00:00,0.0976,0.1311,0.0539,0.0611,0.45
2016-04-15 07:00:00,0.1859,0.2125,0.0961,0.0927,0.45
2016-04-15 08:00:00,0.1902,0.2161,0.2083,0.1716,0.45
2016-04-15 09:00:00,0.1396,0.1816,0.2309,0.2054,0.45
2016-04-15 10:00:00,0.1388,0.1807,0.2557,0.2454,0.45
2016-04-15 11:00:00,0.1499,0.2002,0.3337,0.3056,0.45
2016-04-15 12:00:00,0.1195,0.157,0.4201,0.3613,0.45
2016-04-15 13:00:00,0.0776,0.1079,0.3673,0.3387,0.45
2016-04-15 14:00:00,0.0656,0.1005,0.2396,0.2829,0.45
2016-04-15 15:00:00,0.0688,0.0982,0.2189,0.2659,0.45
2016-04-15 16:00:00,0.0376,0.0585,0.2639,0.2489,0.45
2016-04-15 17:00:00,0.012,0.0135,0.2903,0.2561,0.45
2016-04-15 18:00:00,0,0,0.3047,0.2757,0.45
2016-04-15 19:00:00,0,0,0.3337,0.2851,0.45
2016-04-15 20:00:00,0,0,0.2756,0.2655,0.45
2016-04-15 21:00:00,0,0,0.2363,0.2531,0.45
2016-04-15 22:00:00,0,0,0.2167,0.2325,0.45
2016-04-15 23:00:00,0,0,0.1947,0.2057,0.45
2016-04-16 00:00:00,0,0,0.161,0.1785,0.45
2016-04-16 01:00:00,0,0,0.1313,0.1599,0.45
2016-04-16 02:00:00,0,0,0.1103,0.1493,0.45
2016-04-16 03:00:00,0,0,0.1103,0.149,0.45
2016-04-16 04:00:00,0.0016,0.0022,0.1357,0.1646,0.45
2016-04-16 05:00:00,0.0291,0.0373,0.169,0.1667,0.45
2016-04-16 06:00:00,0.0815,0.0954,0.137,0.1528,0.45
2016-04-16 07:00:00,0.0997,0.1527,0.2667,0.2261,0.45
2016-04-16 08:00:00,0.0752,0.1228,0.2716,0.2755,0.45
2016-04-16 09:00:00,0.1021,0.1265,0.3649,0.3089,0.45
2016-04-16 10:00:00,0.126,0.1573,0.4797,0.3482,0.45
2016-04-16 11:00:00,0.2635,0.2821,0.53,0.368,0.45
2016-04-16 12:00:00,0.3063,0.3084,0.4203,0.3554,0.45
2016-04-16 13:00:00,0.1699,0.2147,0.3091,0.3136,0.45
2016-04-16 14:00:00,0.1733,0.2058,0.2379,0.2653,0.45
2016-04-16 15:00:00,0.1609,0.1758,0.2196,0.2343,0.45
2016-04-16 16:00:00,0.0881,0.0945,0.1603,0.179,0.45
2016-04-16 17:00:00,0.0183,0.0193,0.1714,0.1901,0.45
2016-04-16 18:00:00,0,0,0.2599,0.2449,0.45
2016-04-16 19:00:00,0,0,0.3073,0.2691,0.45
2016-04-16 20:00:00,0,0,0.303,0.2635,0.45
2016-04-16 21:00:00,0,0,0.2484,0.2318,0.45
2016-04-16 22:00:00,0,0,0.1919,0.1939,0.45
2016-04-16 23:00:00,0,0,0.1436,0.1671,0.45
2016-04-17 00:00:00,0,0,0.0914,0.1394,0.45
2016-04-17 01:00:00,0,0,0.0776,0.1273,0.45
2016-04-17 02:00:00,0,0,0.086,0.1011,0.45
2016-04-17 03:00:00,0,0,0.141,0.0847,0.45
2016-04-17 04:00:00,0,0.0002,0.1341,0.0795,0.45
2016-04-17 05:00:00,0.0071,0.0117,0.1009,0.0723,0.45
2016-04-17 06:00:00,0.0275,0.0424,0.0503,0.068,0.45
2016-04-17 07:00:00,0.0747,0.1092,0.0581,0.0855,0.45
2016-04-17 08:00:00,0.1545,0.2017,0.084,0.1058,0.45
2016-04-17 09:00:00,0.2819,0.3345,0.1179,0.1237,0.45
2016-04-17 10:00:00,0.4868,0.4945,0.1429,0.1388,0.45
2016-04-17 11:00:00,0.4861,0.4978,0.1681,0.1588,0.45
2016-04-17 12:00:00,0.4247,0.4443,0.2021,0.1924,0.45
2016-04-17 13:00:00,0.3563,0.3972,0.2173,0.2191,0.45
2016-04-17 14:00:00,0.2853,0.3257,0.2194,0.2311,0.45
2016-04-17 15:00:00,0.1932,0.2265,0.2266,0.2341,0.45
2016-04-17 16:00:00,0.0958,0.1193,0.1986,0.2114,0.45
2016-04-17 17:00:00,0.0246,0.0276,0.1734,0.1873,0.45
2016-04-17 18:00:00,0,0,0.183,0.189,0.45
2016-04-17 19:00:00,0,0,0.1939,0.1899,0.45
2016-04-17 20:00:00,0,0,0.1951,0.1902,0.45
2016-04-17 21:00:00,0,0,0.1929,0.1883,0.45
2016-04-17 22:00:00,0,0,0.1937,0.1839,0.45
2016-04-17 23:00:00,0,0,0.1969,0.1757,0.45
2016-04-18 00:00:00,0,0,0.1823,0.1647,0.45
2016-04-18 01:00:00,0,0,0.1491,0.1445,0.45
2016-04-18 02:00:00,0,0,0.1143,0.1227,0.45
2016-04-18 03:00:00,0,0,0.0937,0.0974,0.45
2016-04-18 04:00:00,0.0175,0.0155,0.075,0.0664,0.45
2016-04-18 05:00:00,0.089,0.094,0.0223,0.0304,0.45
2016-04-18 06:00:00,0.2144,0.2382,0.0223,0.0467,0.45
2016-04-18 07:00:00,0.3258,0.3692,0.0627,0.0918,0.45
2016-04-18 08:00:00,0.4041,0.4573,0.1064,0.129,0.45
2016-04-18 09:00:00,0.4408,0.5088,0.1437,0.1564,0.45
2016-04-18 10:00:00,0.4642,0.5385,0.1783,0.1789,0.45
2016-04-18 11:00:00,0.4523,0.5334,0.2073,0.196,0.45
2016-04-18 12:00:00,0.4339,0.5077,0.2317,0.2127,0.45
2016-04-18 13:00:00,0.4019,0.4524,0.2574,0.2296,0.45
2016-04-18 14:00:00,0.3006,0.3482,0.2907,0.2453,0.45
2016-04-18 15:00:00,0.2126,0.2389,0.2926,0.2505,0.45
2016-04-18 16:00:00,0.1055,0.118,0.2336,0.2168,0.45
2016-04-18 17:00:00,0.0233,0.0263,0.207,0.1979,0.45
2016-04-18 18:00:00,0,0,0.2226,0.2139,0.45
2016-04-18 19:00:00,0,0,0.2367,0.2292,0.45
2016-04-18 20:00:00,0,0,0.2624,0.2381,0.45
2016-04-18 21:00:00,0,0,0.3139,0.275,0.45
2016-04-18 22:00:00,0,0,0.3533,0.3068,0.45
2016-04-18 23:00:00,0,0,0.355,0.3199,0.45
2016-04-19 00:00:00,0,0,0.3784,0.3356,0.45
2016-04-19 01:00:00,0,0,0.3669,0.3375,0.45
2016-04-19 02:00:00,0,0,0.3647,0.3286,0.45
2016-04-19 03:00:00,0,0,0.4089,0.3257,0.45
2016-04-19 04:00:00,0.0079,0.0107,0.3807,0.307,0.45
2016-04-19 05:00:00,0.058,0.0786,0.2909,0.267,0.45
2016-04-19 06:00:00,0.1611,0.1879,0.3281,0.3301,0.45
2016-04-19 07:00:00,0.3005,0.3164,0.4997,0.4492,0.45
2016-04-19 08:00:00,0.3782,0.4109,0.552,0.5145,0.45
2016-04-19 09:00:00,0.4053,0.4587,0.6094,0.5612,0.45
2016-04-19 10:00:00,0.3918,0.4843,0.7126,0.5939,0.45
2016-04-19 11:00:00,0.404,0.4929,0.8028,0.6299,0.45
2016-04-19 12:00:00,0.407,0.468,0.8658,0.6641,0.45
2016-04-19 13:00:00,0.3714,0.4202,0.905,0.6894,0.45
2016-04-19 14:00:00,0.2857,0.3414,0.8991,0.6936,0.45
2016-04-19 15:00:00,0.1925,0.2398,0.8554,0.6791,0.45
2016-04-19 16:00:00,0.1019,0.1211,0.7527,0.6284,0.45
2016-04-19 17:00:00,0.0256,0.0274,0.6218,0.556,0.45
2016-04-19 18:00:00,0,0,0.5543,0.4928,0.45
2016-04-19 19:00:00,0,0,0.5026,0.4264,0.45
2016-04-19 20:00:00,0,0,0.4557,0.3921,0.45
2016-04-19 21:00:00,0,0,0.4233,0.3694,0.45
2016-04-19 22:00:00,0,0,0.3624,0.3557,0.45
2016-04-19 23:00:00,0,0,0.3136,0.3225,0.45
2016-04-20 00:00:00,0,0,0.3323,0.3035,0.45
2016-04-20 01:00:00,0,0,0.2863,0.2786,0.45
2016-04-20 02:00:00,0,0,0.2224,0.2511,0.45
2016-04-20 03:00:00,0,0,0.2089,0.2288,0.45
2016-04-20 04:00:00,0.0029,0.0029,0.2221,0.2206,0.45
2016-04-20 05:00:00,0.034,0.0351,0.226,0.2237,0.45
2016-04-20 06:00:00,0.0973,0.1085,0.2846,0.2664,0.45
2016-04-20 07:00:00,0.2639,0.2811,0.274,0.2637,0.45
2016-04-20 08:00:00,0.3858,0.427,0.2413,0.2381,0.45
2016-04-20 09:00:00,0.4697,0.5278,0.2337,0.2261,0.45
2016-04-20 10:00:00,0.5064,0.5885,0.2497,0.2293,0.45
2016-04-20 11:00:00,0.5077,0.5949,0.2569,0.2297,0.45
2016-04-20 12:00:00,0.4768,0.5655,0.2473,0.222,0.45
2016-04-20 13:00:00,0.4183,0.4995,0.2277,0.2102,0.45
2016-04-20 14:00:00,0.3321,0.4003,0.202,0.1934,0.45
2016-04-20 15:00:00,0.2262,0.2773,0.1797,0.178,0.45
2016-04-20 16:00:00,0.1204,0.1491,0.1467,0.1521,0.45
2016-04-20 17:00:00,0.0332,0.041,0.1217,0.1325,0.45
2016-04-20 18:00:00,0,0,0.1303,0.1389,0.45
2016-04-20 19:00:00,0,0,0.1243,0.1336,0.45
2016-04-20 20:00:00,0,0,0.1133,0.1262,0.45
2016-04-20 21:00:00,0,0,0.1116,0.1272,0.45
2016-04-20 22:00:00,0,0,0.1116,0.1241,0.45
2016-04-20 23:00:00,0,0,0.0999,0.1067,0.45
2016-04-21 00:00:00,0,0,0.0794,0.0832,0.45
2016-04-21 01:00:00,0,0,0.057,0.0563,0.45
2016-04-21 02:00:00,0,0,0.0363,0.0328,0.45
2016-04-21 03:00:00,0,0,0.0243,0.018,0.45
2016-04-21 04:00:00,0.0095,0.0143,0.016,0.0128,0.45
2016-04-21 05:00:00,0.0401,0.067,0.0056,0.0084,0.45
2016-04-21 06:00:00,0.1233,0.1651,0.0069,0.0154,0.45
2016-04-21 07:00:00,0.3287,0.3771,0.0386,0.0436,0.45
2016-04-21 08:00:00,0.4193,0.4856,0.0734,0.0665,0.45
2016-04-21 09:00:00,0.4793,0.5589,0.0667,0.0656,0.45
2016-04-21 10:00:00,0.5088,0.5968,0.055,0.0584,0.45
2016-04-21 11:00:00,0.508,0.5992,0.0434,0.0518,0.45
2016-04-21 12:00:00,0.4786,0.5675,0.038,0.0492,0.45
2016-04-21 13:00:00,0.4202,0.5014,0.0407,0.0516,0.45
2016-04-21 14:00:00,0.3346,0.4026,0.0496,0.0587,0.45
2016-04-21 15:00:00,0.2295,0.2805,0.0606,0.0686,0.45
2016-04-21 16:00:00,0.1244,0.1538,0.0643,0.0742,0.45
2016-04-21 17:00:00,0.0375,0.0463,0.0779,0.0919,0.45
2016-04-21 18:00:00,0,0,0.1076,0.1308,0.45
2016-04-21 19:00:00,0,0,0.1513,0.1685,0.45
2016-04-21 20:00:00,0,0,0.2311,0.1947,0.45
2016-04-21 21:00:00,0,0,0.3123,0.2055,0.45
2016-04-21 22:00:00,0,0,0.2774,0.2058,0.45
2016-04-21 23:00:00,0,0,0.2144,0.2164,0.45
2016-04-22 00:00:00,0,0,0.207,0.2225,0.45
2016-04-22 01:00:00,0,0,0.1974,0.2109,0.45
2016-04-22 02:00:00,0,0,0.1481,0.1784,0.45
2016-04-22 03:00:00,0,0,0.0983,0.1517,0.45
2016-04-22 04:00:00,0.0011,0.004,0.1087,0.1399,0.45
2016-04-22 05:00:00,0.014,0.0261,0.1313,0.1492,0.45
2016-04-22 06:00:00,0.0674,0.1069,0.1339,0.1503,0.45
2016-04-22 07:00:00,0.2125,0.2875,0.1131,0.1232,0.45
2016-04-22 08:00:00,0.3691,0.4523,0.0849,0.0931,0.45
2016-04-22 09:00:00,0.4808,0.5619,0.0677,0.0722,0.45
2016-04-22 10:00:00,0.514,0.6046,0.0573,0.0586,0.45
2016-04-22 11:00:00,0.5127,0.6072,0.0509,0.0516,0.45
2016-04-22 12:00:00,0.4824,0.5746,0.0474,0.0483,0.45
2016-04-22 13:00:00,0.4235,0.5075,0.041,0.0436,0.45
2016-04-22 14:00:00,0.3352,0.4021,0.0313,0.0361,0.45
2016-04-22 15:00:00,0.2232,0.262,0.0239,0.0305,0.45
2016-04-22 16:00:00,0.118,0.131,0.0211,0.0282,0.45
2016-04-22 17:00:00,0.0347,0.0369,0.0239,0.0307,0.45
2016-04-22 18:00:00,0,0,0.0293,0.0366,0.45
2016-04-22 19:00:00,0,0,0.0301,0.0375,0.45
2016-04-22 20:00:00,0,0,0.0299,0.0357,0.45
2016-04-22 21:00:00,0,0,0.0344,0.0364,0.45
2016-04-22 22:00:00,0,0,0.0424,0.0387,0.45
2016-04-22 23:00:00,0,0,0.0529,0.0418,0.45
2016-04-23 00:00:00,0,0,0.0689,0.0478,0.45
2016-04-23 01:00:00,0,0,0.0797,0.0513,0.45
2016-04-23 02:00:00,0,0,0.0849,0.0571,0.45
2016-04-23 03:00:00,0,0,0.0849,0.0639,0.45
2016-04-23 04:00:00,0.0054,0.0067,0.0703,0.0604,0.45
2016-04-23 05:00:00,0.0308,0.0383,0.0519,0.0436,0.45
2016-04-23 06:00:00,0.0699,0.084,0.051,0.0477,0.45
2016-04-23 07:00:00,0.1194,0.1439,0.0514,0.0505,0.45
2016-04-23 08:00:00,0.1721,0.2199,0.0559,0.0537,0.45
2016-04-23 09:00:00,0.2242,0.3049,0.0566,0.0535,0.45
2016-04-23 10:00:00,0.315,0.3889,0.0489,0.0497,0.45
2016-04-23 11:00:00,0.3913,0.4356,0.0403,0.0474,0.45
2016-04-23 12:00:00,0.4108,0.4203,0.0406,0.0497,0.45
2016-04-23 13:00:00,0.3899,0.3719,0.0509,0.058,0.45
2016-04-23 14:00:00,0.3155,0.2941,0.0706,0.069,0.45
2016-04-23 15:00:00,0.2,0.1961,0.1017,0.0833,0.45
2016-04-23 16:00:00,0.0996,0.1043,0.1387,0.0967,0.45
2016-04-23 17:00:00,0.0215,0.0267,0.179,0.1154,0.45
2016-04-23 18:00:00,0,0,0.2216,0.1628,0.45
2016-04-23 19:00:00,0,0,0.1911,0.1897,0.45
2016-04-23 20:00:00,0,0,0.14,0.1828,0.45
2016-04-23 21:00:00,0,0,0.1309,0.1711,0.45
2016-04-23 22:00:00,0,0,0.1386,0.1626,0.45
2016-04-23 23:00:00,0,0,0.141,0.1631,0.45
2016-04-24 00:00:00,0,0,0.1613,0.1669,0.45
2016-04-24 01:00:00,0,0,0.1506,0.1548,0.45
2016-04-24 02:00:00,0,0,0.125,0.1315,0.45
2016-04-24 03:00:00,0,0,0.0786,0.108,0.45
2016-04-24 04:00:00,0.0033,0.0062,0.0906,0.1044,0.45
2016-04-24 05:00:00,0.0371,0.053,0.0913,0.1071,0.45
2016-04-24 06:00:00,0.0872,0.1342,0.1096,0.1174,0.45
2016-04-24 07:00:00,0.1568,0.2376,0.1324,0.1298,0.45
2016-04-24 08:00:00,0.2396,0.2967,0.1433,0.1318,0.45
2016-04-24 09:00:00,0.2655,0.3175,0.1573,0.136,0.45
2016-04-24 10:00:00,0.2705,0.3226,0.1573,0.1349,0.45
2016-04-24 11:00:00,0.2982,0.3288,0.1496,0.1254,0.45
2016-04-24 12:00:00,0.3029,0.3241,0.1327,0.1103,0.45
2016-04-24 13:00:00,0.2526,0.2812,0.1084,0.0953,0.45
2016-04-24 14:00:00,0.1807,0.2051,0.0866,0.0798,0.45
2016-04-24 15:00:00,0.1017,0.127,0.0651,0.061,0.45
2016-04-24 16:00:00,0.0601,0.0694,0.0401,0.0388,0.45
2016-04-24 17:00:00,0.0181,0.0209,0.0213,0.0218,0.45
2016-04-24 18:00:00,0,0,0.0236,0.0237,0.45
2016-04-24 19:00:00,0,0,0.0319,0.0314,0.45
2016-04-24 20:00:00,0,0,0.0463,0.0423,0.45
2016-04-24 21:00:00,0,0,0.068,0.0565,0.45
2016-04-24 22:00:00,0,0,0.0864,0.0695,0.45
2016-04-24 23:00:00,0,0,0.0921,0.0788,0.45
2016-04-25 00:00:00,0,0,0.1041,0.0874,0.45
2016-04-25 01:00:00,0,0,0.0983,0.0888,0.45
2016-04-25 02:00:00,0,0,0.0767,0.0772,0.45
2016-04-25 03:00:00,0,0,0.0657,0.0658,0.45
2016-04-25 04:00:00,0.0072,0.0088,0.0573,0.0583,0.45
2016-04-25 05:00:00,0.061,0.0656,0.0584,0.0589,0.45
2016-04-25 06:00:00,0.1306,0.1551,0.0721,0.0721,0.45
2016-04-25 07:00:00,0.2433,0.2843,0.1026,0.0925,0.45
2016-04-25 08:00:00,0.2537,0.3134,0.1101,0.0966,0.45
2016-04-25 09:00:00,0.3011,0.3638,0.1074,0.0962,0.45
2016-04-25 10:00:00,0.3195,0.3849,0.1067,0.0974,0.45
2016-04-25 11:00:00,0.3257,0.3675,0.1181,0.1078,0.45
2016-04-25 12:00:00,0.2813,0.3178,0.1289,0.1192,0.45
2016-04-25 13:00:00,0.2108,0.2574,0.134,0.1285,0.45
2016-04-25 14:00:00,0.1756,0.2133,0.1441,0.1387,0.45
2016-04-25 15:00:00,0.1356,0.1625,0.1547,0.1463,0.45
2016-04-25 16:00:00,0.0831,0.0985,0.1486,0.137,0.45
2016-04-25 17:00:00,0.0274,0.0313,0.1779,0.1511,0.45
2016-04-25 18:00:00,0,0,0.284,0.2336,0.45
2016-04-25 19:00:00,0,0,0.3859,0.3137,0.45
2016-04-25 20:00:00,0,0,0.4169,0.3397,0.45
2016-04-25 21:00:00,0,0,0.389,0.3445,0.45
2016-04-25 22:00:00,0,0,0.3777,0.3408,0.45
2016-04-25 23:00:00,0,0,0.3567,0.3282,0.45
2016-04-26 00:00:00,0,0,0.3317,0.2725,0.45
2016-04-26 01:00:00,0,0,0.2663,0.221,0.45
2016-04-26 02:00:00,0,0,0.2009,0.1765,0.45
2016-04-26 03:00:00,0,0,0.1493,0.1559,0.45
2016-04-26 04:00:00,0.0027,0.0042,0.0839,0.1375,0.45
2016-04-26 05:00:00,0.013,0.0238,0.034,0.1098,0.45
2016-04-26 06:00:00,0.0369,0.061,0.0327,0.1339,0.45
2016-04-26 07:00:00,0.122,0.1487,0.0633,0.1243,0.45
2016-04-26 08:00:00,0.2502,0.2497,0.1053,0.1087,0.45
2016-04-26 09:00:00,0.3252,0.3344,0.1181,0.1074,0.45
2016-04-26 10:00:00,0.3078,0.3519,0.1204,0.1152,0.45
2016-04-26 11:00:00,0.3092,0.3529,0.1171,0.1207,0.45
2016-04-26 12:00:00,0.291,0.3335,0.1127,0.1247,0.45
2016-04-26 13:00:00,0.2509,0.2914,0.1176,0.1346,0.45
2016-04-26 14:00:00,0.1931,0.2195,0.1417,0.152,0.45
2016-04-26 15:00:00,0.1327,0.1528,0.1793,0.1669,0.45
2016-04-26 16:00:00,0.0683,0.0826,0.142,0.133,0.45
2016-04-26 17:00:00,0.0171,0.0224,0.1274,0.1286,0.45
2016-04-26 18:00:00,0,0,0.1773,0.1833,0.45
2016-04-26 19:00:00,0,0,0.2531,0.2368,0.45
2016-04-26 20:00:00,0,0,0.2634,0.2442,0.45
2016-04-26 21:00:00,0,0,0.2836,0.2449,0.45
2016-04-26 22:00:00,0,0,0.3129,0.2524,0.45
2016-04-26 23:00:00,0,0,0.3024,0.2477,0.45
2016-04-27 00:00:00,0,0,0.2677,0.2396,0.45
2016-04-27 01:00:00,0,0,0.3219,0.2636,0.45
2016-04-27 02:00:00,0,0,0.436,0.2858,0.45
2016-04-27 03:00:00,0,0,0.4287,0.3132,0.45
2016-04-27 04:00:00,0.0122,0.0188,0.3833,0.3099,0.45
2016-04-27 05:00:00,0.0978,0.1023,0.394,0.3052,0.45
2016-04-27 06:00:00,0.2002,0.2144,0.5446,0.4265,0.45
2016-04-27 07:00:00,0.2776,0.3244,0.6541,0.4859,0.45
2016-04-27 08:00:00,0.2662,0.3385,0.6457,0.4863,0.45
2016-04-27 09:00:00,0.2581,0.3312,0.6011,0.4765,0.45
2016-04-27 10:00:00,0.2388,0.3137,0.5348,0.4602,0.45
2016-04-27 11:00:00,0.2567,0.2968,0.4767,0.4381,0.45
2016-04-27 12:00:00,0.2333,0.2695,0.4316,0.4152,0.45
2016-04-27 13:00:00,0.2074,0.2356,0.3944,0.3822,0.45
2016-04-27 14:00:00,0.1593,0.1815,0.3543,0.3386,0.45
2016-04-27 15:00:00,0.1051,0.1229,0.292,0.2808,0.45
2016-04-27 16:00:00,0.0618,0.0694,0.1953,0.2066,0.45
2016-04-27 17:00:00,0.0174,0.0197,0.1707,0.1911,0.45
2016-04-27 18:00:00,0,0,0.2107,0.2082,0.45
2016-04-27 19:00:00,0,0,0.2686,0.2172,0.45
2016-04-27 20:00:00,0,0,0.2469,0.2184,0.45
2016-04-27 21:00:00,0,0,0.2184,0.2211,0.45
2016-04-27 22:00:00,0,0,0.2141,0.2175,0.45
2016-04-27 23:00:00,0,0,0.2037,0.2303,0.45
2016-04-28 00:00:00,0,0,0.1843,0.2187,0.45
2016-04-28 01:00:00,0,0,0.1814,0.2159,0.45
2016-04-28 02:00:00,0,0,0.189,0.195,0.45
2016-04-28 03:00:00,0,0,0.1994,0.1912,0.45
2016-04-28 04:00:00,0.0065,0.0108,0.1937,0.179,0.45
2016-04-28 05:00:00,0.0288,0.0513,0.198,0.1899,0.45
2016-04-28 06:00:00,0.1205,0.1414,0.3199,0.2573,0.45
2016-04-28 07:00:00,0.1686,0.2122,0.3819,0.2882,0.45
2016-04-28 08:00:00,0.1756,0.252,0.3874,0.2984,0.45
2016-04-28 09:00:00,0.1983,0.2951,0.3821,0.3008,0.45
2016-04-28 10:00:00,0.2237,0.3071,0.3744,0.2967,0.45
2016-04-28 11:00:00,0.2354,0.3065,0.369,0.2944,0.45
2016-04-28 12:00:00,0.2366,0.2908,0.3764,0.2914,0.45
2016-04-28 13:00:00,0.2132,0.2492,0.3711,0.2773,0.45
2016-04-28 14:00:00,0.1575,0.1964,0.3291,0.2475,0.45
2016-04-28 15:00:00,0.1147,0.1382,0.263,0.1995,0.45
2016-04-28 16:00:00,0.0697,0.0803,0.1437,0.1164,0.45
2016-04-28 17:00:00,0.0257,0.028,0.0817,0.0791,0.45
2016-04-28 18:00:00,0,0,0.0763,0.0832,0.45
2016-04-28 19:00:00,0,0,0.0733,0.0858,0.45
2016-04-28 20:00:00,0,0,0.0714,0.0876,0.45
2016-04-28 21:00:00,0,0,0.075,0.0958,0.45
2016-04-28 22:00:00,0,0,0.0834,0.1064,0.45
2016-04-28 23:00:00,0,0,0.0939,0.1173,0.45
2016-04-29 00:00:00,0,0,0.1057,0.1309,0.45
2016-04-29 01:00:00,0,0,0.1271,0.1487,0.45
2016-04-29 02:00:00,0,0,0.1526,0.167,0.45
2016-04-29 03:00:00,0,0,0.1727,0.1747,0.45
2016-04-29 04:00:00,0.0364,0.0397,0.1691,0.1529,0.45
2016-04-29 05:00:00,0.1263,0.1392,0.0757,0.0671,0.45
2016-04-29 06:00:00,0.2342,0.2634,0.0471,0.0456,0.45
2016-04-29 07:00:00,0.3338,0.3814,0.2053,0.1621,0.45
2016-04-29 08:00:00,0.4138,0.4686,0.2833,0.2284,0.45
2016-04-29 09:00:00,0.4513,0.5128,0.3023,0.2582,0.45
2016-04-29 10:00:00,0.4664,0.5397,0.2981,0.2684,0.45
2016-04-29 11:00:00,0.4834,0.5598,0.286,0.268,0.45
2016-04-29 12:00:00,0.4739,0.5505,0.2773,0.2636,0.45
2016-04-29 13:00:00,0.4193,0.4907,0.2696,0.2577,0.45
2016-04-29 14:00:00,0.3317,0.3908,0.252,0.245,0.45
2016-04-29 15:00:00,0.2239,0.2697,0.2211,0.2224,0.45
2016-04-29 16:00:00,0.1176,0.1461,0.1404,0.1628,0.45
2016-04-29 17:00:00,0.0407,0.0492,0.1164,0.1443,0.45
2016-04-29 18:00:00,0.0001,0.0001,0.1427,0.1673,0.45
2016-04-29 19:00:00,0,0,0.1857,0.1991,0.45
2016-04-29 20:00:00,0,0,0.2384,0.2304,0.45
2016-04-29 21:00:00,0,0,0.2856,0.254,0.45
2016-04-29 22:00:00,0,0,0.3113,0.2618,0.45
2016-04-29 23:00:00,0,0,0.3039,0.2557,0.45
2016-04-30 00:00:00,0,0,0.2747,0.2377,0.45
2016-04-30 01:00:00,0,0,0.2337,0.2128,0.45
2016-04-30 02:00:00,0,0,0.1869,0.1843,0.45
2016-04-30 03:00:00,0,0,0.1459,0.1552,0.45
2016-04-30 04:00:00,0.0195,0.026,0.0986,0.1146,0.45
2016-04-30 05:00:00,0.0832,0.1032,0.0389,0.0501,0.45
2016-04-30 06:00:00,0.1735,0.2056,0.0197,0.0275,0.45
2016-04-30 07:00:00,0.2452,0.2944,0.0233,0.037,0.45
2016-04-30 08:00:00,0.3121,0.3784,0.0397,0.0657,0.45
2016-04-30 09:00:00,0.3874,0.4607,0.0729,0.0843,0.45
2016-04-30 10:00:00,0.4437,0.5137,0.0931,0.0825,0.45
2016-04-30 11:00:00,0.4482,0.5124,0.081,0.0663,0.45
2016-04-30 12:00:00,0.3864,0.4416,0.0531,0.0449,0.45
